"","AsiaPop10k","Foreign10K","IncomeIneq","EuropePop10k","Urban10k","white10k","insured18to35_per10k","insured35to64_per10k","med_age","Death","Fatality_Rate","ConfirmedPer10K","TotalPop","fips","county_name"
"134",438.766624867203,2431.01491793751,0.535,533.730889519547,9672.65225531628,6811.31751435288,1955.78792118494,507.049408289391,39.7,0,0,16,949113,"36119","Westchester County"
"135",38.1394984018668,386.003098221464,0.438,94.907543580995,5703.94020347944,8302.35220746339,1744.08259346444,750.495820281366,46.6,0,0,0,107431,"37019","Brunswick County"
"136",125.24266133302,720.865933290194,0.432,37.0021765986234,8074.66954289342,7535.99496660319,1976.92654857272,769.26548572718,36.3,0,0,0,178011,"37025","Cabarrus County"
"137",354.941255636597,1391.41767667783,0.457,125.571394318155,9437.22976078808,4644.24654411463,3049.75861793048,736.262940708029,33.2,0,0,0,267587,"37063","Durham County"
"138",144.990072567925,889.911921373572,0.47,76.1540457565694,9265.34918869593,6231.41415005561,2285.65587459544,675.742602766548,37.2,0,0,0,350670,"37067","Forsyth County"
"139",62.4593005658941,699.067237758069,0.413,73.19019361466,4407.90735799369,6827.81353005808,2413.36052850078,631.204649651637,33.7,0,0,0,114678,"37085","Harnett County"
"140",39.9564337949276,794.087443597324,0.406,53.6486696748094,4796.30265635548,7422.45881642369,1998.17014121995,710.614963254297,36,0,0,0,168878,"37101","Johnston County"
"141",367.574009273178,1352.6764322393,0.477,141.38594704569,9893.45691953703,5534.25950493025,2643.77700155764,729.0325319447,33.8,0,0,0,919628,"37119","Mecklenburg County"
"142",133.623313456299,464.283392531042,0.401,51.1799157245268,7365.10811601377,7402.1780707873,2771.46290260207,657.767526655986,25.5,0,0,0,177772,"37133","Onslow County"
"143",416.720553620851,1266.16314696677,0.439,129.72843326522,9389.86207440013,6632.08260219558,2489.56660424227,533.411873232158,34.1,0,0,0,900993,"37183","Wake County"
"144",89.8403024096185,629.881267589216,0.429,45.3780952856738,5359.59811780824,5882.66475294194,2149.90438476248,936.013944593931,36.5,0,0,0,122623,"37191","Wayne County"
"145",31.958865389259,81.3885771913129,0.416,32.9531412013693,4533.52272727273,9404.26136363636,NA,NA,43.1,0,0,2,70400,"39013","Belmont County"
"146",244.182945916179,699.67731339246,0.485,313.481344076672,9941.82585722298,6359.57354064691,2132.84834652783,609.363732179509,39.7,0,0,0,1280122,"39035","Cuyahoga County"
"147",319.564076251603,889.575740261516,0.46,106.255537337539,9864.59678154122,6924.59434044975,2844.13420486214,578.834538538256,33.4,0,0,0,1163414,"39049","Franklin County"
"148",61.6454007748189,196.521286263173,0.44,72.8053440185361,8646.99429691203,8871.23055704952,1979.85285368552,658.174211975761,40.6,0,0,0,375586,"39151","Stark County"
"149",184.608303415263,418.061309030655,0.456,144.269538801436,9612.33413501027,8056.52099279967,2104.58680244445,572.410348691262,39.5,0,0,0,541781,"39153","Summit County"
"150",39.7123789829871,158.379546949901,0.418,92.7248801579096,7272.67107915858,8896.92456921146,1813.00255141488,643.652389052111,42,0,0,0,210312,"39155","Trumbull County"
"151",242.421057266595,978.121453418425,0.49,47.5410604483092,9372.46132587844,6462.08843735258,2550.36066799846,792.513626094621,34.4,0,0,0,718633,"40109","Oklahoma County"
"152",272.14300756249,1590.87383143938,0.452,155.826742478162,9763.62003050994,7300.74818246336,2400.34690361382,683.859178847207,34.1,0,0,0,3817117,"4013","Maricopa County"
"153",181.532393850349,747.969078790078,0.478,58.6682311528307,9522.06071232659,6917.64873558799,2415.05595116989,793.105748544936,35.3,0,0,0,603403,"40143","Tulsa County"
"154",204.995116448341,1321.88722832004,0.458,138.429507849972,9247.65088552766,7434.23958672315,2340.94992256066,603.118224057821,37.3,0,0,0,980263,"4019","Pima County"
"155",106.13519102816,1050.75357504016,0.396,86.5480098512893,7809.53774915507,7238.81629720308,2047.73887006762,649.816551161843,35.7,0,0,1,375770,"4021","Pinal County"
"156",251.728168128288,847.065555672521,0.44,205.166824570354,8192.14238600821,8818.56528862316,1871.63682353724,630.366770951208,39.8,0,0,0,375992,"41005","Clackamas County"
"157",72.7188033745665,465.490916619223,0.43,91.2866828839087,7235.64504574186,9216.46072793899,2033.66879215751,774.077064406823,39.7,0,0,1,157733,"41017","Deschutes County"
"158",60.5359624658378,266.208993647921,0.414,62.4947532390005,5882.21089098795,9238.76396667503,1719.77872324439,851.671315732627,45.3,0,0,0,107667,"41019","Douglas County"
"159",86.0474507321013,573.068045287082,0.442,105.290971000115,7994.74424967767,8866.47047823391,2013.08272990317,995.34957590316,41.7,0,0,0,203206,"41029","Jackson County"
"160",81.4792543595911,485.267588695129,0.44,99.6692723992784,6241.94034347695,8589.78608014462,1885.30310314346,902.873625606749,41.4,0,0,1,66380,"41035","Klamath County"
"161",57.7352053536281,422.079342168569,0.405,57.647727769759,6836.1732035107,9056.92882611081,2083.47591021079,809.095264166438,39,0,0,6,116672,"41043","Linn County"
"162",152.665104842301,1414.41912395852,0.422,118.395322271486,8690.63059920402,7822.03053895064,2264.31344361233,730.541714019291,35,0,0,0,315335,"41047","Marion County"
"163",469.161671600874,1373.52605767124,0.468,303.032430944503,9865.77528034879,7648.5107447772,2828.1875740795,749.718737425305,35.8,0,0,0,735334,"41051","Multnomah County"
"164",136.009220964133,706.624177910367,0.41,75.93735168486,8007.37371192128,8594.88349269923,NA,NA,37.2,0,0,1,75403,"41053","Polk County"
"165",51.0667878723063,1018.52842094006,0.408,28.0733650606919,7093.38639328493,7905.6253211928,NA,NA,35.6,0,0,2,75889,"41059","Umatilla County"
"166",658.2214781338,1676.38605285823,0.417,176.652182748977,9440.99601668838,7657.81276547545,2366.70907605058,640.350095468516,34.9,0,0,1,529710,"41067","Washington County"
"167",293.59774844708,813.23381375239,0.425,289.214733992766,9117.03977135509,8918.79875057777,1789.4250787813,305.387911829751,41,0,0,0,625249,"42017","Bucks County"
"168",282.976368354428,831.500435207136,0.447,173.328631329614,8672.34197792682,8553.19652185068,1957.13222666269,320.727669401915,38.8,0,0,0,498886,"42029","Chester County"
"169",216.957153231663,476.752429366808,0.409,128.644050212678,7782.21455697816,9087.87371604802,2331.4897058124,270.360264133156,39.9,0,0,1,235406,"42041","Cumberland County"
"170",350.58619722967,851.04624165271,0.461,181.663635644817,9953.6118530392,7249.52100168343,2245.32721709214,368.460051488026,38.5,0,0,1,558979,"42045","Delaware County"
"171",180.033317467872,928.783912422656,0.4,267.253688719657,6164.61181568752,7722.58922999023,2024.00735424106,573.253662388478,39.3,0,0,1,169842,"42089","Monroe County"
"172",460.849313786137,925.632861351782,0.454,207.704773073143,9706.62879403506,8114.04046137267,1985.66968095478,304.788337211982,40.2,0,0,2,799874,"42091","Montgomery County"
"173",206.324523997067,644.91267620936,0.419,186.598582176712,8723.15985691974,8628.31041026416,2052.88760618824,436.344847044746,40.2,0,0,0,297735,"42095","Northampton County"
"174",460.055151333931,1145.65267949101,0.494,226.054021728297,10000,4103.66014288279,2933.84634956309,627.738125843137,33.7,0,0,0,1526006,"42101","Philadelphia County"
"175",44.3022991782093,141.264910356689,0.435,63.2406866131689,6917.52478106053,9414.7339043403,1926.9930151226,421.417707293917,43,0,0,0,207820,"42125","Washington County"
"176",259.415384468494,1754.38763997562,0.462,338.010193932971,9449.1173142993,7340.94822289988,2559.53626347605,601.209620521704,36.7,0,0,0,626667,"44007","Providence County"
"177",103.027152677596,561.480460468295,0.498,115.613519685545,8911.90688988575,6422.16505001299,2806.05930929194,731.275010987486,35.7,0,0,0,350209,"45019","Charleston County"
"178",38.1732178916213,329.036541174518,0.432,40.2478492987746,5004.56609090435,7154.9339873715,2017.16569481753,876.236650723973,38.8,0,0,1,76652,"45057","Lancaster County"
"179",138.334166166368,568.687155557633,0.447,117.087936383539,7256.76821182736,7234.4332007302,2161.75259312612,828.017528783789,37.7,0,0,0,284307,"45083","Spartanburg County"
"180",121.89458320014,534.321678659099,0.422,102.654418904818,8636.37972950646,8805.20216206009,2548.06564711967,355.718864826831,34.8,0,0,1,169468,"46099","Minnehaha County"
"181",90.5823001981169,213.026694716203,0.454,47.8952635771328,7919.8201054008,8355.7871379324,2120.27132259519,669.187261773023,36.7,1,1,0,100948,"46103","Pennington County"
"182",306.15907741106,1147.32967413083,0.487,84.5510732862989,9658.80567625315,6144.09883178204,2978.08180659049,766.482277824373,34,0,0,2,626681,"47037","Davidson County"
"183",123.996838521401,460.238326848249,0.48,77.0610408560311,8997.77984503497,7392.07580031088,2294.31023750239,665.311961310094,39.1,0,0,0,336463,"47065","Hamilton County"
"184",156.059733615262,404.910465654115,0.475,70.419211418107,8907.86301610731,8555.57046545094,2497.62885559789,512.565308927915,37.1,0,0,0,432226,"47093","Knox County"
"185",212.720094843863,633.450025347581,0.402,45.1466367551903,8297.85532588993,7822.31039892766,2807.180001301,530.8471437263,32,0,0,0,262604,"47149","Rutherford County"
"186",180.720410622784,596.285233706443,0.495,51.2303077069804,9724.02128402706,4056.189658964,2402.81385753891,742.85620729551,34.2,0,0,0,927644,"47157","Shelby County"
"187",48.5190771106761,167.249622950294,0.465,42.1653884414209,7443.86984052084,9514.420716349,1769.39439926327,684.721843910918,42.9,0,0,0,156823,"47163","Sullivan County"
"188",225.869390565821,588.316308963618,0.442,103.064386548835,8061.38157679248,8937.99609131902,NA,NA,37.9,0,0,4,183182,"47187","Williamson County"
"189",195.019155787966,829.213170494996,0.424,147.715048746305,8481.37702064564,6142.21477267233,2537.81697435825,496.764626583985,29.5,0,0,0,310235,"48027","Bell County"
"190",177.788336367581,1263.66320576564,0.463,73.8158555003115,9546.09152348445,7291.06418167303,2499.50173337292,836.588179509253,32.7,0,0,0,1714773,"48029","Bexar County"
"191",841.399941793176,1715.59875193741,0.424,132.765703997997,9475.72733628942,7158.46414798662,2121.91868693554,633.801024304318,34.6,0,0,0,782341,"48085","Collin County"
"192",389.10579600123,2299.9301167507,0.492,69.3059154317897,9931.16958083964,5353.82847037273,2619.9018247513,1135.84231314037,32.3,0,0,0,2368139,"48113","Dallas County"
"193",89.6824985756461,2690.03470243953,0.47,55.8735173771171,9782.56335188916,8205.77607859643,2333.11675075167,1342.68460480049,31.2,0,0,0,800647,"48141","El Paso County"
"194",1215.66543600076,2449.78163521734,0.425,123.91532575745,9446.42323297032,5061.88340807175,2012.63455925577,784.946844702209,34.6,0,0,1,585375,"48157","Fort Bend County"
"195",70.6128425015687,884.501150386948,0.459,35.7247437774524,8663.76406801939,6730.30477285796,2441.48042728183,1024.43383502817,35.4,0,0,0,121730,"48183","Gregg County"
"196",491.933812182691,2499.86648946254,0.488,96.3224743919196,9878.67196714738,5664.70183329876,2624.88157681344,1083.44648715183,32,0,0,0,4092459,"48201","Harris County"
"197",171.959496583021,1213.41915331867,0.46,132.821468400835,7727.44028472,8350.98936688419,2065.10130549104,776.145457097305,35.8,0,0,0,455746,"48339","Montgomery County"
"198",354.924568347387,1555.88825790168,0.448,82.5962255492457,9871.17986726618,6663.9432979148,2430.26722706805,818.365545308674,33.2,0,0,0,1809034,"48439","Tarrant County"
"199",427.942089103737,1790.82220081003,0.487,110.042543114711,9453.64778290015,6929.97717389819,3147.86749745056,741.069642395351,31.6,0,0,0,1024266,"48453","Travis County"
"200",108.884603370771,472.274659459753,0.384,78.8029823584534,9908.05242773567,9004.07532000561,2447.15738056862,239.076128168177,28.7,0,0,0,306479,"49011","Davis County"
"201",233.53380226065,1203.95338722498,0.419,138.208577670461,9909.66877255003,8119.94308773327,2771.58530806845,614.661644953129,30.4,0,0,0,1029655,"49035","Salt Lake County"
"202",88.8494002665482,748.75812770082,0.394,63.3612894830132,9419.90001556851,8523.80252209863,2636.33320726995,525.553918180514,30.6,0,0,0,231236,"49057","Weber County"
"203",234.215951760821,678.993595253637,0.437,221.871788740314,7401.38618288671,9246.67028649909,2846.26926222383,236.00852592874,36.2,0,0,0,156545,"50007","Chittenden County"
"204",773.141841421605,2311.98124243544,0.429,275.387786313663,10000,7174.88573258777,3743.815121691,537.662299526744,33.9,0,0,2,207627,"51013","Arlington County"
"205",260.276768848438,773.378089834852,0.387,100.92893501343,9407.1199989881,6828.88728670993,2041.8128468457,437.105313516617,36.9,0,0,0,316236,"51041","Chesterfield County"
"206",1471.44543819393,2876.28486468031,0.414,220.723014742207,9860.60240763373,6267.668522343,2218.6859801483,534.231808445604,37.3,0,0,0,1081726,"51059","Fairfax County"
"207",101.036582906466,309.462348243456,0.393,82.7854636389304,6091.44528003365,8666.87361685509,NA,NA,40.4,0,0,1,99863,"51085","Hanover County"
"208",211.070729661728,728.263908303047,0.416,252.073432112571,8414.83979763912,8027.57838499306,NA,NA,44.3,0,0,10,67009,"51095","James City County"
"209",1141.59634908607,2174.7076148711,0.367,210.352713670012,8739.90989750601,6867.22529786015,1962.58181026423,367.361707032801,34.3,0,0,0,312311,"51107","Loudoun County"
"210",588.774824400722,2131.1756256342,0.366,128.223712821053,9583.38515728778,5781.09064134009,2122.04711266105,578.186832799616,33.3,0,0,0,402002,"51153","Prince William County"
"211",189.248993444914,607.593251921605,0.378,113.965327920673,6767.24102714936,7553.4531075108,2101.90401776535,515.03063700292,35.7,0,0,0,122397,"51177","Spotsylvania County"
"212",652.165780002544,2401.92447267803,0.458,188.930540902527,10000,6086.19236100196,3334.99959568634,707.254857277278,35.7,0,0,0,139966,"51510","Alexandria city"
"213",450.944504078019,894.228387416398,0.4,164.152882136533,9846.55040936634,6773.38045726654,2441.65903103883,428.883671209865,34.6,0,0,0,437994,"51810","Virginia Beach city"
"214",324.915143099591,1011.53282419193,0.416,366.644488158605,8623.15246036914,8543.22073146936,2106.00213907775,547.914870359638,36.2,0,0,0,425363,"53011","Clark County"
"215",59.7824810316882,1704.79904160109,0.427,131.192595898616,6125.11220825853,7282.98922800718,NA,NA,32.2,1,1,1,89120,"53025","Grant County"
"216",85.862509016257,546.523886145481,0.429,75.0430006103312,5988.70832589255,8492.79503276234,1914.31763492609,838.776211756617,41.6,0,0,1,72797,"53027","Grays Harbor County"
"217",319.967443694123,687.751961644602,0.39,144.850126537204,5310.42213334013,8612.20798410313,1821.4176209457,441.256848812872,42.4,0,0,3,78506,"53029","Island County"
"218",1003.28918485581,1984.07398085025,0.456,314.178084269331,9679.28527082732,6865.22038328563,2545.2597811647,502.337832977478,36.9,32,0.097561,16,1931249,"53033","King County"
"219",328.055762202025,651.38111718472,0.416,118.866642947246,8325.82735044777,8257.33774533813,1943.8381044423,607.983137267971,38.9,0,0,1,251133,"53035","Kitsap County"
"220",396.508922536768,936.958990955447,0.413,187.522119484183,9340.92866798705,7419.78685277752,2267.42598587978,577.09560400983,35.6,0,0,2,795225,"53053","Pierce County"
"221",152.997023370447,1056.57331794396,0.42,171.394850344091,7097.88624562664,8335.94237859385,2029.10899951801,642.859602010604,39.9,0,0,2,116901,"53057","Skagit County"
"222",620.106911507752,1364.15165819432,0.395,237.994062392415,8918.05392978054,7836.58449396146,2258.0100486541,604.338146717161,36.7,4,0.0300752,18,713335,"53061","Snohomish County"
"223",347.712912059713,706.634423126665,0.407,132.532445404269,7901.12739035296,8239.62198331906,2213.87829627715,492.583376421923,38.3,0,0,0,252264,"53067","Thurston County"
"224",279.601822514069,1081.16106187466,0.438,231.232748108351,7412.6479069305,8542.10997315303,2723.7138420209,487.748855278204,36.2,0,0,0,201140,"53073","Whatcom County"
"225",66.4152666334097,1804.75348986649,0.437,25.915059482037,7648.07939777413,6374.84531165847,2282.91599770524,1029.38202409499,32.3,0,0,0,243231,"53077","Yakima County"
"226",327.515761447458,737.376189957886,0.439,101.643544295319,8767.00821393521,8474.77733863582,2908.98147308361,264.237362202452,34.3,0,0,1,488073,"55025","Dane County"
"227",61.7326767011167,289.340956608765,0.407,57.3727444782449,6487.06620881013,9413.67469227515,2093.26045194383,374.606381082526,39.8,0,0,5,101633,"55039","Fond du Lac County"
"228",221.295285063395,856.811317213017,0.451,156.119349499155,9980.79631964632,6063.46710842166,2682.99039532457,521.50760108631,33.7,0,0,0,947735,"55079","Milwaukee County"
"229",88.8382220031222,489.894010352477,0.423,91.1490428066716,8772.20994022763,7969.53041840662,1988.65423735923,385.042887402219,38.4,0,0,0,195408,"55101","Racine County"
"230",247.381381798002,511.757769145394,0.388,58.6154273029967,7171.5134147714,8991.7494177842,1906.64753197973,316.785372594876,39.4,0,0,2,115507,"55117","Sheboygan County"
"231",181.778157615311,438.168492476627,0.417,144.122445808406,9013.95518234584,9334.99362642379,1738.69564880348,208.451228304095,41.3,0,0,0,389891,"55133","Waukesha County"
"232",1780.66009012301,3081.49636666261,0.456,197.912015047565,9961.1394246463,4298.04982019783,2501.18790964556,586.024317993249,36.2,0,0,0,1510271,"6001","Alameda County"
"233",990.340639084942,2360.56670072179,0.453,219.465285726413,9920.72638878959,5857.93474893353,2049.29823990879,520.375623855826,38.1,0,0,2,1049025,"6013","Contra Costa County"
"234",554.020003741074,2173.06867070849,0.459,71.2344442855099,8919.4798215917,5536.51458971465,2586.20484063121,827.993578201441,30.4,0,0,0,930450,"6019","Fresno County"
"235",128.966315441386,539.088217168453,0.473,114.837138691398,7024.13406327299,8165.02380722462,2783.40436012449,744.176673856419,37.1,0,0,0,134623,"6023","Humboldt County"
"236",106.871682574441,3190.32204317711,0.469,19.7557898745626,8258.21644664466,5876.01989365603,2300.8146837039,1001.62451810004,31.6,0,0,1,174528,"6025","Imperial County"
"237",1176.52580543081,3563.98008004709,0.489,183.435441742869,9939.47816415876,5027.8007924751,2583.64677338868,1088.29783700734,34.3,1,0.025,0,9818605,"6037","Los Angeles County"
"238",149.927574489976,2056.4783603406,0.441,82.713993691535,6707.51996818348,6260.96178702814,NA,NA,33.2,0,0,0,150865,"6039","Madera County"
"239",442.476096234528,1884.34479346423,0.498,479.161387122337,9348.00264649834,8001.41833294375,1497.33382759702,406.178839267892,44,0,0,1,252409,"6041","Marin County"
"240",1293.06952394601,3045.11680056651,0.455,176.56570084555,9985.6655566747,6081.78372962615,2379.19259047888,785.368169247714,35.7,0,0,0,3010232,"6059","Orange County"
"241",412.361023190292,1011.03492957914,0.422,191.276075333529,8621.28047940488,8351.0412361666,1874.32348073101,384.950202454655,39.8,1,0.25,1,348432,"6061","Placer County"
"242",393.431696393017,2237.18916274466,0.439,123.647523731147,9537.76897674094,6097.56119838823,2317.60266720835,925.443529768343,33.4,0,0,0,2189641,"6065","Riverside County"
"243",860.90038017581,1962.30639991284,0.431,305.896738974615,9793.7887831022,5745.40382354517,2437.79064615983,589.616911569253,34.6,1,0.0588235,1,1418788,"6067","Sacramento County"
"244",799.51218672952,2310.97897479808,0.452,188.488347932881,9670.29505578273,6401.4269316221,2562.12410835004,737.403675163011,34.5,0,0,0,3095313,"6073","San Diego County"
"245",2266.83156523546,3561.47962674803,0.507,456.047604324533,10000,4848.11266276304,3059.78023622735,563.291218179777,38.3,0,0,2,805235,"6075","San Francisco County"
"246",870.232611306492,2330.43305280629,0.437,96.0937511597906,9152.71426195014,5096.8034717338,2324.3536704576,788.426366121637,32.3,0,0,1,685306,"6077","San Joaquin County"
"247",1673.85319602969,3396.5047485046,0.467,345.23736843824,9810.89872517402,5338.35988814825,2150.55084858193,509.21898064035,39,0,0,3,718451,"6081","San Mateo County"
"248",2260.27885541878,3699.15763862858,0.45,301.66218618417,9891.63367275805,4695.7581826203,2395.23073501363,568.665598792238,35.8,2,0.0253165,4,1781642,"6085","Santa Clara County"
"249",217.437845707101,1839.5023764018,0.467,213.078189652823,8796.06832785786,7249.27777057877,2634.923462374,697.648302541444,36.6,0,0,2,262382,"6087","Santa Cruz County"
"250",174.329870100505,510.157936983483,0.453,117.52003889071,7071.37335447431,8674.15628896927,2053.79567824415,699.796357053965,41.3,0,0,0,177223,"6089","Shasta County"
"251",930.368108632774,1990.74728930207,0.404,118.621994820043,9628.15475729659,5098.68293721452,2244.18260376468,577.398844800851,36.5,0,0,1,413344,"6095","Solano County"
"252",285.921016270539,1658.65409969897,0.441,185.002752891591,8764.64728712609,7675.73644596365,2206.63455949514,612.347421738769,39.5,0,0,0,483878,"6097","Sonoma County"
"253",465.83948422742,2036.975996798,0.441,112.893922092599,9201.92903919308,6557.29483548546,2407.5246255856,760.511540129643,32.5,0,0,0,514453,"6099","Stanislaus County"
"254",222.191688945608,2311.87879013703,0.445,61.8298851431286,8452.00699264325,6007.02430463681,2483.79825622703,867.936777447627,29.4,0,0,0,442179,"6107","Tulare County"
"255",502.410144855886,2286.6836406783,0.435,183.195728481732,9687.54478828351,6872.24134538538,2240.50713573209,681.368668462344,36,0,0,0,823318,"6111","Ventura County"
"256",717.856815566801,2044.46639310043,0.456,238.267368571109,9307.04160837246,6317.33292174718,3320.44458672642,535.074731387183,30.1,0,0,0,200849,"6113","Yolo County"
"257",230.832530035502,1512.07297862836,0.403,106.152869536595,9637.95535809313,7332.26450001472,2566.1618618523,861.684087054962,32.2,0,0,0,441603,"8001","Adams County"
"258",401.566400173642,1490.68480266252,0.463,202.908512100713,9842.46586119304,7271.11571093159,2293.15056456219,647.546241377795,35.5,0,0,1,572003,"8005","Arapahoe County"
"259",280.096248488549,1664.62833448945,0.511,162.518790424279,10000,6893.118145555,3083.12154483387,714.32159037258,33.8,0,0,2,600158,"8031","Denver County"
"260",245.318899941486,591.866588648332,0.375,121.67203042715,8971.25742210078,9023.80326835164,1690.6922505726,281.230063413597,35.8,0,0,1,285465,"8035","Douglas County"
"261",201.204024080482,719.731061287892,0.43,179.536924071815,9106.56748030977,7975.05234924783,2282.88488721239,629.06800712607,34.3,1,0.5,0,622263,"8041","El Paso County"
"262",197.213846019969,637.516221666471,0.426,153.590332454305,9310.36418024369,8842.95557139463,2067.81290650981,582.508530814622,39.7,0,0,1,534543,"8059","Jefferson County"
"263",141.673707420611,529.327316064596,0.45,114.128904183925,8833.96188632647,9053.39919233722,2786.75883895106,482.027075049785,35,0,0,0,299630,"8069","Larimer County"
"264",50.7539489516397,338.573001203246,0.455,66.4345510867617,8584.6488498268,7935.78644939427,2116.65086807433,704.129476356187,38.4,0,0,0,159063,"8101","Pueblo County"
"265",72.428559664004,948.941777155563,0.421,67.6109692827143,7953.99980223475,8290.08207257985,2452.83545434249,643.678435875355,32.7,0,0,0,252825,"8123","Weld County"
"266",351.83389260633,2013.90192877388,0.537,517.406681673887,9541.5939068245,7481.22059838858,1952.03712403172,528.905234924138,39.1,0,0,0,916829,"9001","Fairfield County"
"267",322.891609683145,1421.38976729101,0.458,469.62980981468,9459.13598668477,7239.67409906333,2103.23225038024,406.644923422752,39.5,0,0,0,894014,"9003","Hartford County"
"268",120.948208681733,634.964931864614,0.428,277.491101329009,5855.14434493253,9386.132566723,1669.28582046762,390.377795238803,43.4,0,0,1,189927,"9005","Litchfield County"
